metrics_id,date,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,on_time_delivery_rate,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,customer_satisfaction_score,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score,created_at
SCM80481,2025-03-28T07:00:06,WH824,SUP3425,8.54,97.44,9,33974.74,0.943,9.23,0.918,0.989,3.7,96.11,39600.03,47741.67,9.42,15089.6,1.08,4.1,2.78,4075.1,24.69,4.8,2025-10-04T21:15:16.935857
SCM83936,2025-06-27T04:41:49,WH608,SUP9662,10.66,96.59,5,43727.87,0.937,7.6,0.952,0.988,4.7,93.63,44195.83,20277.3,6.11,18250.66,1.34,4.2,2.96,8818.82,18.57,3.0,2025-10-04T21:15:16.935916
SCM63972,2025-05-26T14:01:13,WH307,SUP3448,10.68,97.2,7,61717.54,0.944,9.45,0.91,0.98,4.8,92.14,44672.55,60187.67,10.06,11571.68,0.53,4.6,2.83,4288.92,21.99,4.0,2025-10-04T21:15:16.935973
SCM72330,2025-06-20T13:27:31,WH117,SUP9678,4.75,98.9,8,64610.34,0.983,4.26,0.931,0.986,4.2,95.83,18813.81,78534.12,11.55,3249.7,0.26,4.9,2.42,6198.15,10.14,4.8,2025-10-04T21:15:16.936028
SCM35901,2025-05-10T08:03:43,WH511,SUP3146,8.99,99.27,9,31824.41,0.97,5.47,0.882,0.983,4.2,94.62,19013.78,84107.56,10.03,3127.81,1.1,4.6,1.89,4001.63,21.09,3.3,2025-10-04T21:15:16.936084
SCM58458,2025-05-06T20:40:49,WH451,SUP1824,9.0,95.75,6,35101.95,0.986,5.0,0.947,0.968,4.6,89.69,44576.77,26468.94,6.35,12549.02,0.4,4.7,1.25,5123.31,13.34,4.1,2025-10-04T21:15:16.936145
SCM88936,2025-02-07T20:21:29,WH860,SUP2741,4.04,99.38,2,44269.3,0.942,7.49,0.903,0.985,4.1,89.1,39294.76,74976.45,8.6,18031.8,0.43,4.3,2.79,6509.84,13.27,4.1,2025-10-04T21:15:16.936201
SCM95888,2025-04-20T09:17:34,WH178,SUP9153,8.94,97.11,3,42664.86,0.971,8.6,0.887,0.953,3.9,85.0,23671.03,25498.31,6.08,6822.04,0.93,4.9,2.41,4156.92,9.83,4.9,2025-10-04T21:15:16.936263
SCM17095,2025-03-12T08:11:59,WH280,SUP4242,10.41,98.96,1,12978.98,0.95,8.44,0.913,0.978,3.6,90.3,6061.67,34169.62,9.22,17715.3,1.92,4.5,0.98,1222.85,12.35,4.3,2025-10-04T21:15:16.936326
SCM16837,2025-06-05T21:30:24,WH793,SUP6580,11.69,97.2,1,61395.85,0.946,7.11,0.97,0.965,4.9,90.02,37833.1,54807.35,6.46,17553.64,1.13,4.9,0.98,2609.96,16.12,3.3,2025-10-04T21:15:16.936382
SCM17163,2025-03-16T22:47:19,WH237,SUP4151,4.59,99.0,6,85068.71,0.964,3.69,0.902,0.964,4.0,87.38,33691.43,69611.0,9.7,3722.59,1.07,4.7,1.42,8847.77,19.36,3.9,2025-10-04T21:15:16.936522
SCM14105,2025-05-18T11:27:44,WH831,SUP3565,7.26,98.89,8,21728.96,0.962,4.02,0.905,0.957,4.0,85.53,35775.91,90567.25,7.74,12792.36,0.52,4.3,0.61,2083.41,15.61,4.6,2025-10-04T21:15:16.936622
SCM76539,2025-06-06T21:50:24,WH996,SUP9963,7.84,95.88,4,23939.86,0.938,9.8,0.914,0.977,3.7,96.94,36210.83,86866.87,8.7,10699.3,1.12,4.3,0.88,1259.38,13.54,3.0,2025-10-04T21:15:16.936687
SCM10340,2025-02-06T16:17:54,WH275,SUP6547,4.93,95.36,6,85795.18,0.94,9.26,0.909,0.975,4.3,86.44,31083.33,24831.49,11.55,11297.42,1.29,4.6,0.73,9499.57,15.87,4.2,2025-10-04T21:15:16.936756
SCM32988,2025-02-26T17:33:45,WH780,SUP1291,4.31,98.29,4,83897.78,0.923,8.57,0.882,0.969,3.6,88.48,9767.35,21443.22,11.9,7183.83,1.62,4.3,2.83,9745.07,17.69,3.2,2025-10-04T21:15:16.936815
SCM23207,2025-04-04T04:11:39,WH603,SUP5663,10.17,98.37,0,60298.18,0.935,5.75,0.931,0.954,3.9,94.21,42562.8,42400.99,6.07,7199.31,0.67,4.1,1.34,8059.27,9.21,4.0,2025-10-04T21:15:16.936873
SCM28907,2025-02-13T17:48:36,WH992,SUP6053,6.77,97.65,4,63536.81,0.939,5.91,0.941,0.988,4.6,91.49,9602.31,41745.33,6.54,2153.29,1.58,4.8,1.22,6904.71,18.84,4.3,2025-10-04T21:15:16.936931
SCM65491,2025-05-24T00:51:14,WH117,SUP1944,8.65,95.54,6,15319.01,0.969,2.85,0.889,0.964,4.6,89.11,36451.89,55545.9,7.15,4731.45,0.48,4.1,2.88,6076.69,12.99,3.4,2025-10-04T21:15:16.936988
SCM84610,2025-03-09T07:24:46,WH370,SUP2220,9.14,95.4,3,80552.8,0.937,9.96,0.921,0.953,4.5,86.98,16511.05,73492.36,10.27,16654.89,1.88,4.4,0.77,5322.9,17.88,5.0,2025-10-04T21:15:16.937044
SCM58121,2025-01-31T07:38:05,WH578,SUP4996,10.48,98.37,1,36105.79,0.969,8.38,0.964,0.975,4.7,92.47,42218.63,99721.66,11.77,11348.78,0.11,4.5,1.03,3008.96,17.73,4.0,2025-10-04T21:15:16.937101
SCM84019,2025-05-28T00:10:50,WH159,SUP5072,5.05,95.61,1,32133.22,0.954,2.45,0.957,0.98,4.0,89.15,24808.42,45940.98,10.5,7366.29,0.26,4.9,0.53,1921.46,18.44,3.8,2025-10-04T21:15:16.937166
SCM26749,2025-02-16T21:21:19,WH732,SUP3865,9.41,97.57,0,99123.56,0.957,3.75,0.89,0.962,4.7,86.22,32003.79,88466.1,10.3,2189.8,0.16,4.3,2.12,5148.26,11.98,3.8,2025-10-04T21:15:16.937224
SCM23922,2025-02-22T22:24:08,WH370,SUP8720,4.15,98.14,4,74627.67,0.947,6.4,0.911,0.959,4.1,89.85,39872.73,65409.18,11.32,13724.13,1.72,4.5,1.15,4541.48,5.7,3.3,2025-10-04T21:15:16.937280
SCM77995,2025-02-27T09:36:00,WH216,SUP7395,5.8,96.59,1,78753.96,0.969,4.16,0.912,0.977,4.5,88.6,39212.76,97116.43,6.09,16507.33,1.13,4.5,2.2,9938.61,14.6,3.9,2025-10-04T21:15:16.937337
SCM45756,2025-05-15T11:51:41,WH112,SUP6705,10.65,95.21,0,36900.37,0.981,6.22,0.903,0.967,4.0,90.8,35804.91,62843.3,11.78,9883.19,1.62,4.2,1.19,4136.08,17.11,3.6,2025-10-04T21:15:16.937392
SCM49452,2025-06-27T19:07:45,WH160,SUP2994,10.4,98.03,8,97631.31,0.959,9.67,0.937,0.973,3.9,93.75,26054.25,24414.55,8.76,13264.73,1.86,4.6,1.16,3880.68,11.35,4.8,2025-10-04T21:15:16.937449
SCM20842,2025-05-06T09:21:06,WH110,SUP6218,4.34,95.65,6,73050.77,0.951,2.2,0.897,0.963,4.1,95.45,22751.63,44487.86,7.53,9594.34,1.29,4.7,0.84,8677.29,24.16,4.3,2025-10-04T21:15:16.937505
SCM80180,2025-04-18T22:18:37,WH405,SUP3152,10.51,95.29,1,33746.33,0.921,7.77,0.891,0.986,5.0,92.18,31057.85,41750.1,11.94,15537.6,0.62,4.4,0.75,8139.9,16.09,3.6,2025-10-04T21:15:16.937568
SCM40672,2025-06-08T00:31:20,WH470,SUP7100,9.46,95.2,1,64020.56,0.956,2.74,0.884,0.965,4.1,94.2,6443.56,11992.63,11.4,7099.13,0.84,4.8,1.01,5334.07,22.28,3.5,2025-10-04T21:15:16.937626
SCM25453,2025-06-20T10:53:00,WH852,SUP4407,9.9,97.99,8,32005.3,0.97,2.51,0.886,0.974,3.8,85.76,18194.78,47380.4,8.29,13609.15,1.47,4.1,1.72,2169.4,9.22,4.1,2025-10-04T21:15:16.937692
SCM24945,2025-06-02T13:49:08,WH732,SUP8926,9.31,98.48,9,39420.03,0.96,4.22,0.951,0.967,4.3,89.91,28940.67,36733.05,6.26,2780.32,0.21,4.8,2.41,1397.79,18.09,4.1,2025-10-04T21:15:16.937750
SCM47819,2025-02-19T06:15:55,WH115,SUP6166,10.46,97.86,6,35855.34,0.968,9.45,0.954,0.957,4.5,89.58,14649.75,49300.43,9.19,19337.55,1.01,4.2,1.19,8584.15,6.48,4.7,2025-10-04T21:15:16.937806
SCM31216,2025-05-11T18:04:57,WH852,SUP8874,5.38,98.94,10,62346.76,0.935,6.13,0.962,0.951,4.4,96.38,34211.03,60768.11,10.5,13588.72,1.68,4.5,0.61,8605.59,16.34,4.0,2025-10-04T21:15:16.937862
SCM54405,2025-03-25T08:56:23,WH418,SUP9298,5.12,96.19,2,76607.6,0.989,2.61,0.913,0.983,3.8,91.74,43651.47,66310.81,7.18,19808.79,0.91,4.4,0.59,8287.58,8.41,4.4,2025-10-04T21:15:16.937920
SCM59507,2025-02-14T15:48:55,WH249,SUP2775,4.66,99.18,9,97932.35,0.962,2.45,0.938,0.988,3.7,85.5,29328.65,72803.16,8.97,3846.25,1.1,4.8,0.67,2455.48,13.03,4.1,2025-10-04T21:15:16.937982
SCM62313,2025-03-26T08:49:15,WH393,SUP8803,7.42,95.57,10,12589.34,0.954,6.32,0.936,0.964,4.1,95.04,7415.74,69996.9,6.98,9643.14,0.34,4.0,2.23,3795.7,9.32,3.3,2025-10-04T21:15:16.938038
SCM29680,2025-05-06T20:05:56,WH315,SUP1451,6.88,96.65,10,52682.03,0.933,2.36,0.945,0.97,4.8,87.66,32110.87,35971.76,9.28,10539.52,1.04,4.7,2.24,8211.57,13.39,4.5,2025-10-04T21:15:16.938095
SCM31043,2025-02-19T01:33:03,WH399,SUP1231,8.87,95.4,2,80980.14,0.981,9.77,0.897,0.966,4.8,95.67,5279.93,84806.01,11.83,8769.38,0.81,4.5,1.06,4515.95,23.46,4.5,2025-10-04T21:15:16.938151
SCM69277,2025-06-17T21:19:38,WH921,SUP7019,5.45,98.95,3,88729.65,0.976,6.31,0.898,0.955,3.7,87.84,34678.63,80209.61,10.73,15240.41,1.71,4.5,2.57,2934.89,15.92,4.3,2025-10-04T21:15:16.938212
SCM34732,2025-05-30T21:18:00,WH203,SUP7416,9.82,98.98,0,88248.83,0.982,4.24,0.894,0.98,3.6,85.9,21109.51,86210.03,7.79,6031.62,1.56,4.9,0.75,3026.36,22.93,4.8,2025-10-04T21:15:16.938268
SCM41497,2025-04-15T21:45:47,WH478,SUP2905,10.87,96.66,1,46521.73,0.967,6.64,0.923,0.976,3.6,95.29,13324.24,19348.56,11.23,3546.86,0.53,4.8,1.2,9466.56,19.06,4.4,2025-10-04T21:15:16.938329
SCM62778,2025-03-12T01:08:36,WH528,SUP5829,11.69,98.96,5,41569.38,0.941,6.06,0.967,0.952,4.4,87.08,9505.93,18174.09,7.19,4446.58,1.56,4.9,2.52,3788.75,21.57,3.8,2025-10-04T21:15:16.938391
SCM80756,2025-03-04T02:48:39,WH759,SUP3375,11.67,99.22,9,46941.1,0.92,7.05,0.943,0.954,4.7,95.42,15309.8,78530.31,9.97,13130.71,1.86,4.6,2.33,8460.17,16.89,3.3,2025-10-04T21:15:16.938449
SCM28009,2025-06-25T21:43:55,WH445,SUP6980,5.16,95.49,6,57959.64,0.935,6.43,0.886,0.952,4.4,91.0,47466.93,52789.48,9.7,2825.14,0.15,4.4,1.11,3318.12,15.13,4.5,2025-10-04T21:15:16.938505
SCM41270,2025-06-10T03:44:08,WH988,SUP2055,9.18,96.26,3,90920.84,0.987,8.15,0.896,0.98,4.8,87.33,35258.1,11491.23,8.37,9288.09,0.81,4.8,1.35,4643.57,13.85,3.4,2025-10-04T21:15:16.938562
SCM72118,2025-06-18T01:15:09,WH821,SUP5320,4.02,98.66,0,50643.73,0.955,3.78,0.954,0.952,4.2,86.56,5965.6,36174.93,11.17,14455.86,0.28,4.0,2.9,5382.03,15.34,3.6,2025-10-04T21:15:16.938620
SCM22182,2025-04-23T01:54:22,WH902,SUP6805,10.59,96.25,0,81239.0,0.954,3.61,0.881,0.963,4.3,87.37,5845.28,40618.38,10.92,5498.0,1.93,4.2,2.82,9827.74,11.5,3.3,2025-10-04T21:15:16.938676
SCM10240,2025-05-16T20:50:58,WH379,SUP4854,4.49,99.24,9,14275.67,0.931,8.09,0.962,0.984,4.3,91.59,10162.53,17065.9,10.47,13418.14,0.82,4.5,2.72,4091.95,13.99,3.7,2025-10-04T21:15:16.938737
SCM91885,2025-06-14T13:21:50,WH814,SUP5585,10.12,95.16,6,66173.07,0.929,8.58,0.923,0.96,4.9,92.09,42828.42,61890.02,8.58,3794.78,0.72,4.4,2.27,5967.27,24.49,3.9,2025-10-04T21:15:16.938795
SCM53807,2025-04-26T12:45:14,WH135,SUP8296,11.44,97.23,0,18043.46,0.944,4.13,0.883,0.955,4.3,97.21,22732.13,85784.77,7.03,2391.37,1.95,4.6,0.55,6751.05,8.59,4.3,2025-10-04T21:15:16.938851
SCM32818,2025-02-16T11:37:55,WH530,SUP3575,6.81,96.53,7,49224.55,0.98,7.47,0.969,0.981,3.5,95.33,33503.5,35042.1,6.39,2425.0,0.32,5.0,1.84,3101.08,6.22,4.8,2025-10-04T21:15:16.938907
SCM97314,2025-06-05T05:57:13,WH490,SUP5257,11.5,95.86,10,11895.66,0.973,2.3,0.895,0.986,4.5,93.21,5999.7,54519.56,7.94,11233.97,1.57,4.4,2.95,3565.27,7.72,3.5,2025-10-04T21:15:16.938968
SCM79130,2025-06-09T18:09:45,WH951,SUP2172,11.98,97.41,5,61702.43,0.962,2.46,0.921,0.967,3.8,89.31,17671.24,19570.71,10.04,15328.17,1.33,4.9,0.7,3395.55,21.88,4.4,2025-10-04T21:15:16.939025
SCM30390,2025-03-15T09:49:24,WH927,SUP9135,9.47,99.35,9,89857.04,0.953,9.51,0.967,0.972,4.1,90.86,14244.57,42837.19,8.0,2403.03,1.31,4.1,2.34,8541.86,24.56,3.5,2025-10-04T21:15:16.939081
SCM77740,2025-04-18T16:26:20,WH517,SUP2360,4.26,95.82,8,22655.02,0.964,6.87,0.917,0.958,4.9,90.53,29925.49,98401.45,6.09,2916.48,1.27,4.7,2.44,4243.41,8.85,4.6,2025-10-04T21:15:16.939141
SCM91259,2025-05-22T06:02:39,WH696,SUP4870,5.88,95.95,5,74175.79,0.921,2.36,0.884,0.989,3.8,93.06,48796.16,54612.4,8.11,12327.43,1.32,4.7,1.09,1841.43,7.17,3.3,2025-10-04T21:15:16.939199
SCM37815,2025-06-03T13:23:11,WH556,SUP9092,8.04,97.03,4,35898.06,0.985,6.93,0.94,0.971,4.0,97.2,19715.4,44127.58,9.05,12717.04,1.51,4.1,0.67,7373.56,18.82,4.4,2025-10-04T21:15:16.939254
SCM20484,2025-02-12T12:09:11,WH717,SUP2620,6.49,96.59,9,60619.98,0.949,4.9,0.91,0.974,3.8,90.09,48450.34,30514.87,9.37,14524.56,1.94,4.4,2.88,1498.09,10.52,3.6,2025-10-04T21:15:16.939311
SCM46776,2025-03-14T23:46:57,WH749,SUP3904,10.98,98.26,9,77966.87,0.945,6.03,0.931,0.96,5.0,93.34,27182.48,47220.9,7.53,15084.75,0.38,4.5,2.58,8622.63,11.29,3.1,2025-10-04T21:15:16.939368
SCM66505,2025-02-12T05:36:03,WH588,SUP3529,9.64,98.33,4,64961.28,0.978,4.75,0.964,0.962,4.8,94.58,49167.62,72336.36,9.96,18381.23,1.15,4.3,2.0,8394.67,21.11,3.3,2025-10-04T21:15:16.939423
SCM49514,2025-06-12T20:33:41,WH503,SUP7961,7.3,96.3,2,56164.57,0.957,7.39,0.93,0.978,3.8,97.83,5838.14,96280.08,8.73,9534.21,0.47,5.0,1.81,1186.09,22.24,4.2,2025-10-04T21:15:16.939482
SCM80266,2025-02-06T08:30:55,WH732,SUP9197,9.27,98.37,6,56760.43,0.937,5.01,0.96,0.968,3.9,94.73,11473.85,43007.25,6.34,8904.75,1.98,4.4,0.86,8906.89,6.37,3.5,2025-10-04T21:15:16.939539
SCM52229,2025-02-26T13:25:31,WH586,SUP3648,10.91,96.06,5,44674.01,0.989,5.2,0.94,0.952,4.8,89.58,28198.1,28143.11,8.93,2635.37,1.68,4.7,1.1,7518.04,12.8,4.3,2025-10-04T21:15:16.939595
SCM64087,2025-05-28T20:06:37,WH730,SUP2396,11.43,97.41,7,81318.72,0.943,5.85,0.966,0.974,4.9,86.24,9993.18,30277.31,9.57,7927.36,1.46,4.1,0.64,5233.79,16.92,4.2,2025-10-04T21:15:16.939651
SCM37978,2025-06-19T21:39:46,WH816,SUP9824,11.33,97.73,9,94242.42,0.929,4.08,0.894,0.972,3.8,95.2,11536.16,33575.04,8.45,18768.13,1.34,4.5,2.77,6711.95,14.25,3.9,2025-10-04T21:15:16.939707
SCM25094,2025-06-13T05:48:52,WH705,SUP7088,11.9,98.91,4,69062.45,0.988,2.62,0.909,0.973,4.1,91.19,22259.03,19807.86,10.49,5786.53,1.84,4.2,1.31,5941.33,6.47,3.4,2025-10-04T21:15:16.939763
SCM26390,2025-05-16T12:57:33,WH357,SUP6653,9.17,97.16,8,22275.32,0.976,3.23,0.908,0.986,4.9,93.1,30972.35,64057.36,8.5,19537.52,0.71,4.2,2.78,5015.56,10.64,3.8,2025-10-04T21:15:16.939818
SCM88807,2025-05-01T10:34:46,WH357,SUP6473,5.27,98.12,8,28022.39,0.968,2.31,0.886,0.971,4.8,94.52,41016.51,75594.31,10.54,12627.59,1.64,4.2,2.27,2187.52,22.6,4.7,2025-10-04T21:15:16.939877
SCM18896,2025-03-22T15:39:02,WH512,SUP4544,8.99,98.59,6,11186.27,0.986,2.06,0.96,0.975,3.9,96.27,36543.03,77843.87,9.05,3042.66,1.52,4.6,2.23,6017.93,14.32,4.9,2025-10-04T21:15:16.939934
SCM46714,2025-02-25T08:36:51,WH809,SUP9587,10.18,97.24,2,42518.42,0.974,9.59,0.886,0.954,3.6,93.63,41682.35,68660.96,11.77,3701.19,1.32,4.9,1.16,7325.57,19.24,4.0,2025-10-04T21:15:16.939990
SCM53966,2025-03-16T18:38:23,WH276,SUP9561,6.18,97.54,8,96033.98,0.969,9.86,0.959,0.951,4.9,90.08,18660.29,95951.94,9.82,15589.91,1.26,4.2,2.03,6934.62,14.41,4.2,2025-10-04T21:15:16.940046
SCM74779,2025-05-10T22:23:59,WH882,SUP4169,9.99,97.76,2,45120.44,0.925,6.78,0.927,0.957,4.6,93.88,17838.66,37516.43,11.93,19086.96,1.77,4.7,0.83,6596.25,23.26,4.9,2025-10-04T21:15:16.940106
SCM38503,2025-04-11T06:12:12,WH743,SUP8682,4.1,97.72,3,26163.49,0.981,3.18,0.929,0.966,3.7,85.67,19380.5,40077.36,10.91,6841.76,1.75,4.9,1.71,8222.93,12.57,4.7,2025-10-04T21:15:16.940168
SCM31859,2025-02-21T02:23:10,WH494,SUP6465,4.96,96.04,1,38340.97,0.945,4.25,0.95,0.952,3.6,90.68,46096.08,20036.6,11.66,11915.26,1.08,4.4,2.21,2795.62,19.67,4.4,2025-10-04T21:15:16.940228
SCM83572,2025-05-22T09:32:43,WH693,SUP1330,9.54,95.32,3,79948.5,0.942,4.99,0.88,0.971,4.0,87.59,28685.7,78753.74,10.99,5971.95,1.76,4.7,1.39,3668.02,13.96,3.4,2025-10-04T21:15:16.940289
SCM17636,2025-02-23T14:40:29,WH714,SUP2688,10.59,96.57,9,74090.69,0.976,9.45,0.941,0.974,4.8,89.53,46067.48,69938.34,11.7,13582.35,1.83,4.4,2.64,8973.94,7.16,3.3,2025-10-04T21:15:16.940346
SCM73355,2025-02-27T23:47:47,WH779,SUP8826,7.79,99.47,3,30801.78,0.959,9.98,0.889,0.959,4.8,87.03,13974.04,85070.26,8.17,15850.58,0.96,4.6,0.72,9553.9,10.75,4.0,2025-10-04T21:15:16.940401
SCM80332,2025-06-06T05:27:17,WH789,SUP5932,9.9,98.98,4,45203.87,0.967,9.66,0.925,0.959,3.7,93.07,36679.42,70622.56,9.43,16020.02,1.53,4.7,2.12,2316.74,20.15,3.1,2025-10-04T21:15:16.940457
SCM96761,2025-04-20T10:14:41,WH189,SUP4827,7.94,96.99,10,48920.4,0.926,2.05,0.89,0.97,4.6,95.72,22861.1,13563.75,8.01,16217.92,1.7,4.2,2.13,5568.69,8.75,4.7,2025-10-04T21:15:16.940512
SCM39738,2025-05-13T00:47:30,WH497,SUP7132,4.11,97.89,8,67379.3,0.964,4.66,0.928,0.977,4.2,95.1,5928.84,22632.85,10.43,18476.07,1.44,4.3,0.52,2899.71,14.9,3.8,2025-10-04T21:15:16.940568
SCM17316,2025-02-18T04:23:46,WH182,SUP8215,10.96,97.84,3,10689.8,0.967,2.04,0.947,0.958,4.3,95.26,8220.44,13213.44,9.64,18632.7,1.49,4.7,2.51,4723.56,20.75,3.6,2025-10-04T21:15:16.940623
SCM62608,2025-06-16T12:04:12,WH427,SUP5559,7.51,98.88,7,71701.04,0.986,3.44,0.914,0.955,4.5,88.86,25311.23,42423.95,11.2,18677.27,0.72,4.3,1.45,4010.49,19.07,3.3,2025-10-04T21:15:16.940698
SCM67754,2025-02-13T05:57:29,WH394,SUP2783,11.16,95.0,3,46933.46,0.967,8.67,0.888,0.952,4.1,97.13,22342.84,63805.55,11.7,15442.4,1.65,4.9,0.82,3336.63,23.53,3.1,2025-10-04T21:15:16.940754
SCM22666,2025-06-19T16:07:46,WH231,SUP7926,5.85,95.34,1,56814.88,0.984,6.28,0.885,0.957,4.3,86.86,43865.08,45779.2,6.3,16179.21,1.26,4.3,2.8,9066.49,12.54,3.1,2025-10-04T21:15:16.940810
SCM84567,2025-04-01T00:10:14,WH997,SUP7499,4.17,99.01,1,58885.93,0.946,7.03,0.956,0.959,4.8,92.24,12594.21,46605.02,8.43,4982.1,1.89,4.3,1.89,9128.65,16.39,4.9,2025-10-04T21:15:16.940866
SCM53931,2025-03-31T18:31:56,WH590,SUP7296,4.84,96.0,7,18309.57,0.943,2.92,0.901,0.984,4.4,94.11,47084.19,24001.58,8.85,18842.25,1.79,4.7,1.48,9284.87,22.12,4.0,2025-10-04T21:15:16.940922
SCM54528,2025-06-04T17:29:11,WH337,SUP3504,9.45,98.99,0,29142.02,0.936,8.41,0.891,0.983,3.8,94.3,30870.48,22250.22,6.67,10354.4,1.03,4.0,1.31,5547.87,18.64,4.5,2025-10-04T21:15:16.940977
SCM89942,2025-06-11T12:17:37,WH563,SUP3522,8.78,98.13,3,62277.29,0.921,4.43,0.955,0.988,5.0,97.92,40967.32,37721.88,9.76,16362.56,0.84,5.0,1.67,5862.35,22.82,4.1,2025-10-04T21:15:16.941033
SCM69171,2025-05-07T19:39:52,WH672,SUP6178,8.44,97.58,0,77964.51,0.931,2.86,0.944,0.968,4.0,86.82,46448.32,91703.55,6.96,15381.36,1.77,4.4,1.9,5762.58,18.86,4.1,2025-10-04T21:15:16.941089
SCM53390,2025-06-10T09:11:41,WH972,SUP7310,6.57,95.65,8,10535.22,0.98,5.85,0.884,0.961,3.9,90.9,45741.6,37967.39,11.17,19222.68,1.59,4.3,1.08,2347.92,5.9,3.0,2025-10-04T21:15:16.941145
SCM84479,2025-03-01T09:29:24,WH301,SUP2472,9.62,95.78,10,45942.75,0.933,3.49,0.966,0.987,4.9,87.31,21677.37,59313.93,7.89,7655.48,0.88,4.1,1.61,1341.27,5.02,4.9,2025-10-04T21:15:16.941201
SCM30450,2025-05-15T21:12:03,WH609,SUP6537,4.77,95.17,7,78542.75,0.951,7.47,0.929,0.986,3.9,90.42,22854.2,80744.64,10.65,5132.62,0.1,4.2,2.15,3033.98,7.73,4.0,2025-10-04T21:15:16.941257
SCM97633,2025-04-09T06:51:25,WH466,SUP2099,11.94,95.44,7,68625.77,0.921,5.28,0.947,0.954,3.7,92.84,46182.72,19630.97,7.22,8437.96,1.33,4.1,1.93,4817.64,12.92,4.5,2025-10-04T21:15:16.941317
SCM75615,2025-06-04T22:30:28,WH633,SUP7172,9.88,95.58,5,28033.94,0.972,2.53,0.966,0.969,4.6,92.44,24339.31,88876.81,7.23,8805.61,1.06,5.0,2.57,3598.21,14.38,3.1,2025-10-04T21:15:16.941375
SCM63653,2025-03-16T16:19:57,WH352,SUP3896,5.92,98.92,1,15753.2,0.959,8.94,0.948,0.954,4.7,90.87,22376.46,83448.63,7.67,17838.53,0.84,4.4,1.97,8115.16,22.63,3.5,2025-10-04T21:15:16.941431
SCM41990,2025-02-05T16:25:52,WH347,SUP3218,4.87,97.69,7,36038.47,0.983,3.16,0.913,0.955,3.5,89.83,33903.83,18706.64,8.88,7877.51,0.76,4.4,2.05,6496.41,11.4,4.4,2025-10-04T21:15:16.941486
SCM17555,2025-06-03T03:24:44,WH119,SUP1236,11.17,98.45,3,58516.05,0.988,8.86,0.895,0.951,4.3,89.63,49140.31,76126.85,11.32,17437.86,1.05,4.4,1.77,6050.33,6.11,3.6,2025-10-04T21:15:16.941542
SCM97332,2025-04-28T12:45:33,WH232,SUP3529,7.85,98.67,1,42583.1,0.951,6.11,0.944,0.98,3.8,94.0,6251.02,44425.45,11.36,8525.44,1.29,4.5,1.91,3067.94,17.02,3.5,2025-10-04T21:15:16.941598
SCM99980,2025-04-15T05:52:00,WH401,SUP6654,6.94,97.17,8,45562.28,0.981,5.47,0.943,0.973,4.5,97.01,47616.81,10518.73,9.85,4031.09,1.52,4.0,2.97,1755.89,18.81,4.9,2025-10-04T21:15:16.941653
SCM23425,2025-04-07T02:03:20,WH766,SUP1475,8.1,96.29,10,22437.25,0.955,4.69,0.965,0.951,4.7,94.1,16931.94,38247.68,6.17,8174.88,1.34,4.1,1.05,5872.29,21.24,4.1,2025-10-04T21:15:16.941708
SCM63297,2025-05-21T03:34:34,WH133,SUP3276,7.63,96.77,1,74479.33,0.923,7.32,0.97,0.964,3.7,87.15,17470.69,44897.49,7.01,9548.9,1.15,4.1,0.56,8167.34,23.14,4.6,2025-10-04T21:15:16.941764
SCM50740,2025-05-03T08:33:48,WH847,SUP9828,8.57,97.52,8,60940.04,0.962,5.67,0.9,0.965,3.6,86.88,43177.56,97310.06,7.66,2404.46,1.64,4.8,1.06,4464.54,18.19,3.9,2025-10-04T21:15:16.941821
SCM82185,2025-05-29T23:45:38,WH153,SUP2168,8.58,95.04,6,46165.6,0.977,8.85,0.945,0.963,4.7,90.33,12300.96,18615.78,7.08,15690.33,1.78,4.5,2.17,8580.59,18.77,4.4,2025-10-04T21:15:16.941876
SCM48424,2025-02-03T20:58:57,WH870,SUP7259,9.76,96.59,4,20174.9,0.98,4.39,0.947,0.97,4.8,97.02,47714.49,45343.59,8.97,11727.7,1.97,4.5,2.44,8658.91,14.48,3.4,2025-10-04T21:15:16.941932
SCM28042,2025-03-12T01:04:25,WH623,SUP8306,6.78,95.8,3,98707.81,0.948,4.19,0.892,0.971,4.8,85.07,49321.73,90150.7,9.48,12797.51,0.32,4.2,2.12,7408.75,8.76,4.4,2025-10-04T21:15:16.941987
SCM21767,2025-02-09T06:27:13,WH984,SUP9867,10.29,98.43,6,31747.7,0.958,2.91,0.96,0.972,3.5,88.85,21499.11,75593.9,10.09,15855.74,1.61,4.1,2.01,6398.26,15.09,4.7,2025-10-04T21:15:16.942048
SCM45213,2025-06-15T10:57:23,WH722,SUP9954,7.44,96.46,1,60125.36,0.963,5.16,0.958,0.951,4.9,93.43,33560.75,63062.81,7.77,10868.48,1.7,4.1,2.29,2534.65,23.45,4.8,2025-10-04T21:15:16.942103
